SNo,Date,Country/Region,Confirmed,Deaths,Recovered
2134,2/23/20,Japan,147,1,22
2135,2/23/20,China,146,2,102
2136,2/23/20,China,135,3,81
2137,2/23/20,China,132,0,88
2138,2/23/20,China,121,1,73
2139,2/23/20,China,91,2,78
2140,2/23/20,China,91,1,54
2141,2/23/20,Singapore,89,0,51
2142,2/23/20,China,76,2,28
2143,2/23/20,China,75,0,27
2144,2/23/20,Hong Kong,74,2,11
2145,2/23/20, China,71,0,56
2146,2/23/20,Iran,43,8,0
2147,2/23/20,Thailand,35,0,21
2148,2/23/20,Taiwan,28,1,2
2149,2/23/20,Malaysia,22,0,15
2150,2/23/20,China,18,0,18
2151,2/23/20,Germany,16,0,14
2152,2/23/20,Vietnam,16,0,14
2153,2/23/20,United Arab Emirates,13,0,4
2154,2/23/20,France,12,1,4
2155,2/23/20,US,11,0,0
2156,2/23/20,Macau,10,0,6
2157,2/23/20,UK,9,0,8
2158,2/23/20,Australia,7,0,0
2159,2/23/20,Canada,6,0,0
2160,2/23/20,Australia,5,0,1
2161,2/23/20,US,5,0,0
2162,2/23/20,Australia,4,0,4
2163,2/23/20,Australia,4,0,4
2164,2/23/20,India,3,0,3
2165,2/23/20,Philippines,3,1,1
2166,2/23/20,Australia,2,0,2
2167,2/23/20,Canada,2,0,2
2168,2/23/20,Russia,2,0,2
2169,2/23/20,Spain,2,0,2
2170,2/23/20,US,2,0,2
2171,2/23/20,US,2,0,0
2172,2/23/20,US,2,0,0
2173,2/23/20,US,2,0,1
2174,2/23/20,US,2,0,1
2175,2/23/20,Belgium,1,0,1
2176,2/23/20,Cambodia,1,0,1
2177,2/23/20,Canada,1,0,1
2178,2/23/20,Egypt,1,0,0
2179,2/23/20,Finland,1,0,1
2180,2/23/20,Israel,1,0,0
2181,2/23/20,Lebanon,1,0,0
2182,2/23/20, China,1,0,1
2183,2/23/20,Nepal,1,0,1
2184,2/23/20,Sri Lanka,1,0,1
2185,2/23/20,Sweden,1,0,0
2186,2/23/20,US,1,0,0
2187,2/23/20,US,1,0,0
2188,2/23/20,US,1,0,0
2189,2/23/20,US,1,0,0
2190,2/23/20,US,1,0,0
2191,2/23/20,US,1,0,0
2192,2/23/20,US,1,0,0
2193,2/23/20,US,1,0,1
2194,2/23/20,US,1,0,0
2195,2/23/20,Iraq,0,0,0
2196,2/24/20,China,64287,2495,16748
2197,2/24/20,China,1345,6,786
2198,2/24/20,China,1271,19,943
2199,2/24/20,China,1205,1,782
2200,2/24/20,China,1016,4,731
2201,2/24/20,China,989,6,663
2202,2/24/20,China,934,1,645
2203,2/24/20,South Korea,833,8,18
2204,2/24/20,China,755,5,343
2205,2/24/20,Others,691,3,0
2206,2/24/20,China,631,0,452
2207,2/24/20,China,576,6,349
2208,2/24/20,China,527,3,276
2209,2/24/20,China,480,12,227
2210,2/24/20,China,399,4,198
2211,2/24/20,China,335,3,261
2212,2/24/20,China,311,6,234
2213,2/24/20,China,293,1,183
2214,2/24/20,China,251,2,112
2215,2/24/20,China,245,1,173
2216,2/24/20,Italy,229,7,1
2217,2/24/20,China,174,2,124
2218,2/24/20,China,168,5,116
2219,2/24/20,Japan,159,1,22
2220,2/24/20,China,146,2,102
2221,2/24/20,China,135,3,87
2222,2/24/20,China,133,0,94
2223,2/24/20,China,121,1,80
2224,2/24/20,China,93,1,60
2225,2/24/20,China,91,2,80
2226,2/24/20,Singapore,89,0,51
2227,2/24/20,Hong Kong,79,2,19
2228,2/24/20,China,76,2,30
2229,2/24/20,China,75,0,34
2230,2/24/20,China,71,0,58
2231,2/24/20,Iran,61,12,0
2232,2/24/20,US,36,0,0
2233,2/24/20,Thailand,35,0,21
2234,2/24/20,Taiwan,30,1,5
2235,2/24/20,Malaysia,22,0,18
2236,2/24/20,China,18,0,18
2237,2/24/20,Germany,16,0,14
2238,2/24/20,Vietnam,16,0,14
2239,2/24/20,UK,13,0,8
2240,2/24/20,United Arab Emirates,13,0,4
2241,2/24/20,France,12,1,4
2242,2/24/20,Macau,10,0,6
2243,2/24/20,Australia,7,0,0
2244,2/24/20,Canada,6,0,0
2245,2/24/20,Australia,5,0,1
2246,2/24/20,Australia,4,0,4
2247,2/24/20,Australia,4,0,4
2248,2/24/20,Canada,3,0,2
2249,2/24/20,India,3,0,3
2250,2/24/20,Philippines,3,1,1
2251,2/24/20,Australia,2,0,2
2252,2/24/20,Oman,2,0,0
2253,2/24/20,Russia,2,0,2
2254,2/24/20,Spain,2,0,2
2255,2/24/20,US,2,0,2
2256,2/24/20,US,2,0,0
2257,2/24/20,US,2,0,1
2258,2/24/20,US,2,0,1
2259,2/24/20,Afghanistan,1,0,0
2260,2/24/20,Bahrain,1,0,0
2261,2/24/20,Belgium,1,0,1
2262,2/24/20,Cambodia,1,0,1
2263,2/24/20,Canada,1,0,1
2264,2/24/20,Egypt,1,0,0
2265,2/24/20,Finland,1,0,1
2266,2/24/20,Iraq,1,0,0
2267,2/24/20,Israel,1,0,0
2268,2/24/20,Kuwait,1,0,0
2269,2/24/20,Lebanon,1,0,0
2270,2/24/20,China,1,0,1
2271,2/24/20,Nepal,1,0,1
2272,2/24/20,Sri Lanka,1,0,1
2273,2/24/20,Sweden,1,0,0
2274,2/24/20,US,1,0,0
2275,2/24/20,US,1,0,0
2276,2/24/20,US,1,0,0
2277,2/24/20,US,1,0,0
2278,2/24/20,US,1,0,0
2279,2/24/20,US,1,0,0
2280,2/24/20,US,1,0,0
2281,2/24/20,US,1,0,1
2282,2/24/20,US,1,0,0
2283,2/24/20,US,0,0,0
2284,2/24/20,US,0,0,0
2285,2/24/20,US,0,0,0
2286,2/25/20,China,64786,2563,18971
2287,2/25/20,China,1347,7,822
2288,2/25/20,China,1271,19,1002
2289,2/25/20,China,1205,1,808
2290,2/25/20,China,1016,4,768
2291,2/25/20,China,989,6,712
2292,2/25/20,South Korea,977,10,22
2293,2/25/20,China,934,1,683
2294,2/25/20,China,756,6,355
2295,2/25/20,Others,691,3,0
2296,2/25/20,China,631,0,458
2297,2/25/20,China,576,6,372
2298,2/25/20,China,529,3,289
2299,2/25/20,China,480,12,243
2300,2/25/20,China,400,4,215
2301,2/25/20,China,336,3,268
2302,2/25/20,Italy,322,10,1
2303,2/25/20,China,311,6,248
2304,2/25/20,China,294,1,199
2305,2/25/20,China,252,2,134
2306,2/25/20,China,245,1,186
2307,2/25/20,China,174,2,129
2308,2/25/20,Japan,170,1,22
2309,2/25/20,China,168,5,124
2310,2/25/20,China,146,2,104
2311,2/25/20,China,135,3,91
2312,2/25/20,China,133,0,98
2313,2/25/20,China,121,1,83
2314,2/25/20,Iran,95,16,0
2315,2/25/20,China,93,1,63
2316,2/25/20,China,91,2,80
2317,2/25/20,Singapore,91,0,53
2318,2/25/20,Hong Kong,84,2,19
2319,2/25/20,China,76,2,30
2320,2/25/20,China,75,0,35
2321,2/25/20,China,71,0,61
2322,2/25/20,Thailand,37,0,22
2323,2/25/20,US,36,0,0
2324,2/25/20,Taiwan,31,1,5
2325,2/25/20,Bahrain,23,0,0
2326,2/25/20,Malaysia,22,0,18
2327,2/25/20,China,18,0,18
2328,2/25/20,Germany,17,0,14
2329,2/25/20,Vietnam,16,0,16
2330,2/25/20,France,14,1,11
2331,2/25/20,UK,13,0,8
2332,2/25/20,United Arab Emirates,13,0,4
2333,2/25/20,Kuwait,11,0,0
2334,2/25/20,Macau,10,0,7
2335,2/25/20,Australia,7,0,0
2336,2/25/20,Canada,7,0,0
2337,2/25/20,Spain,6,0,2
2338,2/25/20,Australia,5,0,1
2339,2/25/20,Australia,4,0,4
2340,2/25/20,Australia,4,0,4
2341,2/25/20,Canada,3,0,2
2342,2/25/20,India,3,0,3
2343,2/25/20,Philippines,3,1,1
2344,2/25/20,Australia,2,0,2
2345,2/25/20,Austria,2,0,0
2346,2/25/20,Oman,2,0,0
2347,2/25/20,Russia,2,0,2
2348,2/25/20,US,2,0,2
2349,2/25/20,US,2,0,0
2350,2/25/20,US,2,0,1
2351,2/25/20,US,2,0,1
2352,2/25/20,Afghanistan,1,0,0
2353,2/25/20,Algeria,1,0,0
2354,2/25/20,Belgium,1,0,1
2355,2/25/20,Cambodia,1,0,1
2356,2/25/20,Canada,1,0,1
2357,2/25/20,Croatia,1,0,0
2358,2/25/20,Egypt,1,0,0
2359,2/25/20,Finland,1,0,1
2360,2/25/20,Iraq,1,0,0
2361,2/25/20,Israel,1,0,0
2362,2/25/20,Lebanon,1,0,0
2363,2/25/20,China,1,0,1
2364,2/25/20,Nepal,1,0,1
2365,2/25/20,Sri Lanka,1,0,1
2366,2/25/20,Sweden,1,0,0
2367,2/25/20,Switzerland,1,0,0
2368,2/25/20,US,1,0,0
2369,2/25/20,US,1,0,0
2370,2/25/20,US,1,0,0
2371,2/25/20,US,1,0,0
2372,2/25/20,US,1,0,0
2373,2/25/20,US,1,0,0
2374,2/25/20,US,1,0,0
2375,2/25/20,US,1,0,1
2376,2/25/20,US,1,0,1
2377,2/25/20,US,0,0,0
2378,2/25/20,US,0,0,0
2379,2/25/20,US,0,0,0
2380,2/26/20,China,65187,2615,20969
2381,2/26/20,China,1347,7,851
2382,2/26/20,China,1271,19,1033
2383,2/26/20,South Korea,1261,12,22
2384,2/26/20,China,1205,1,867
2385,2/26/20,China,1016,4,783
2386,2/26/20,China,989,6,744
2387,2/26/20,China,934,1,719
2388,2/26/20,China,756,6,377
2389,2/26/20,Others,705,4,10
2390,2/26/20,China,631,0,478
2391,2/26/20,China,576,6,384
2392,2/26/20,China,531,3,307
2393,2/26/20,China,480,12,249
2394,2/26/20,Italy,453,12,3
2395,2/26/20,China,400,4,235
2396,2/26/20,China,337,3,272
2397,2/26/20,China,312,6,261
2398,2/26/20,China,294,1,218
2399,2/26/20,China,252,2,147
2400,2/26/20,China,245,1,192
2401,2/26/20,Japan,189,2,22
2402,2/26/20,China,174,2,144
2403,2/26/20,China,168,5,129
2404,2/26/20,China,146,2,104
2405,2/26/20,Iran,139,19,49
2406,2/26/20,China,135,3,96
2407,2/26/20,China,133,0,104
2408,2/26/20,China,121,1,88
2409,2/26/20,China,93,1,65
2410,2/26/20,Singapore,93,0,62
2411,2/26/20,Hong Kong,91,2,24
2412,2/26/20,China,91,2,81
2413,2/26/20,China,76,2,34
2414,2/26/20,China,75,0,38
2415,2/26/20,China,71,0,65
2416,2/26/20,US,42,0,0
2417,2/26/20,Thailand,40,0,22
2418,2/26/20,Bahrain,33,0,0
2419,2/26/20,Taiwan,32,1,5
2420,2/26/20,Germany,27,0,15
2421,2/26/20,Kuwait,26,0,0
2422,2/26/20,Malaysia,22,0,18
2423,2/26/20,France,18,2,11
2424,2/26/20,China,18,0,18
2425,2/26/20,Vietnam,16,0,16
2426,2/26/20,Spain,13,0,2
2427,2/26/20,UK,13,0,8
2428,2/26/20,United Arab Emirates,13,0,4
2429,2/26/20,Macau,10,0,7
2430,2/26/20,Australia,7,0,0
2431,2/26/20,Canada,7,0,0
2432,2/26/20,Australia,5,0,1
2433,2/26/20,Iraq,5,0,0
2434,2/26/20,Australia,4,0,4
2435,2/26/20,Australia,4,0,4
2436,2/26/20,Oman,4,0,0
2437,2/26/20,Canada,3,0,2
2438,2/26/20,Croatia,3,0,0
2439,2/26/20,India,3,0,3
2440,2/26/20,Philippines,3,1,1
2441,2/26/20,Australia,2,0,2
2442,2/26/20,Austria,2,0,0
2443,2/26/20,Finland,2,0,1
2444,2/26/20,Israel,2,0,0
2445,2/26/20,Lebanon,2,0,0
2446,2/26/20,Pakistan,2,0,0
2447,2/26/20,Russia,2,0,2
2448,2/26/20,Sweden,2,0,0
2449,2/26/20,US,2,0,2
2450,2/26/20,US,2,0,0
2451,2/26/20,US,2,0,1
2452,2/26/20,US,2,0,1
2453,2/26/20,Afghanistan,1,0,0
2454,2/26/20,Algeria,1,0,0
2455,2/26/20,Belgium,1,0,1
2456,2/26/20,Brazil,1,0,0
2457,2/26/20,Cambodia,1,0,1
2458,2/26/20,Canada,1,0,1
2459,2/26/20,Egypt,1,0,0
2460,2/26/20,Georgia,1,0,0
2461,2/26/20,Greece,1,0,0
2462,2/26/20,China,1,0,1
2463,2/26/20,Nepal,1,0,1
2464,2/26/20,North Macedonia,1,0,0
2465,2/26/20,Norway,1,0,0
2466,2/26/20,Romania,1,0,0
2467,2/26/20,Sri Lanka,1,0,1
2468,2/26/20,Switzerland,1,0,0
2469,2/26/20,US,1,0,0
2470,2/26/20,US,1,0,0
2471,2/26/20,US,1,0,0
2472,2/26/20,US,1,0,0
2473,2/26/20,US,1,0,0
2474,2/26/20,US,1,0,0
2475,2/26/20,US,1,0,0
2476,2/26/20,US,1,0,1
2477,2/26/20,US,1,0,1
2478,2/26/20,US,0,0,0
2479,2/26/20,US,0,0,0
2480,2/26/20,US,0,0,0
2481,2/27/20,China,65596,2641,23383
2482,2/27/20,South Korea,1766,13,22
2483,2/27/20,China,1347,7,890
2484,2/27/20,China,1272,20,1068
2485,2/27/20,China,1205,1,932
2486,2/27/20,China,1017,4,804
2487,2/27/20,China,989,6,792
2488,2/27/20,China,934,1,754
2489,2/27/20,China,756,6,387
2490,2/27/20,Others,705,4,10
2491,2/27/20,Italy,655,17,45
2492,2/27/20,China,631,0,498
2493,2/27/20,China,576,6,401
2494,2/27/20,China,534,3,321
2495,2/27/20,China,480,13,270
2496,2/27/20,China,410,5,248
2497,2/27/20,China,337,3,276
2498,2/27/20,China,317,6,274
2499,2/27/20,China,296,1,228
2500,2/27/20,China,252,2,161
2501,2/27/20,Iran,245,26,49
2502,2/27/20,China,245,1,195
2503,2/27/20,Japan,214,4,22
2504,2/27/20,China,174,2,150
2505,2/27/20,China,168,5,131
2506,2/27/20,China,146,2,112
2507,2/27/20,China,136,3,102
2508,2/27/20,China,133,0,107
2509,2/27/20,China,121,1,93
2510,2/27/20,China,93,1,67
2511,2/27/20,Singapore,93,0,62
2512,2/27/20,Hong Kong,92,2,24
2513,2/27/20,China,91,2,81
2514,2/27/20,China,76,2,43
2515,2/27/20,China,75,0,43
2516,2/27/20,China,72,0,68
2517,2/27/20,Germany,46,0,16
2518,2/27/20,Kuwait,43,0,0
2519,2/27/20,US,42,0,0
2520,2/27/20,Thailand,40,0,22
2521,2/27/20,France,38,2,11
2522,2/27/20,Bahrain,33,0,0
2523,2/27/20,Taiwan,32,1,5
2524,2/27/20,Malaysia,23,0,18
2525,2/27/20,China,18,0,18
2526,2/27/20,Vietnam,16,0,16
2527,2/27/20,Spain,15,0,2
2528,2/27/20,UK,15,0,8
2529,2/27/20,United Arab Emirates,13,0,4
2530,2/27/20,Macau,10,0,8
2531,2/27/20,Australia,8,0,0
2532,2/27/20,Switzerland,8,0,0
2533,2/27/20,Canada,7,0,3
2534,2/27/20,Iraq,7,0,0
2535,2/27/20,Sweden,7,0,0
2536,2/27/20,Australia,5,0,1
2537,2/27/20,Canada,5,0,2
2538,2/27/20,Australia,4,0,4
2539,2/27/20,Australia,4,0,4
2540,2/27/20,Oman,4,0,0
2541,2/27/20,Austria,3,0,0
2542,2/27/20,Croatia,3,0,0
2543,2/27/20,Greece,3,0,0
2544,2/27/20,India,3,0,3
2545,2/27/20,Israel,3,0,1
2546,2/27/20,Philippines,3,1,1
2547,2/27/20,Australia,2,0,2
2548,2/27/20,Finland,2,0,1
2549,2/27/20,Lebanon,2,0,0
2550,2/27/20,Pakistan,2,0,0
2551,2/27/20,Russia,2,0,2
2552,2/27/20,US,2,0,2
2553,2/27/20,US,2,0,0
2554,2/27/20,US,2,0,0
2555,2/27/20,US,2,0,1
2556,2/27/20,US,2,0,1
2557,2/27/20,Afghanistan,1,0,0
2558,2/27/20,Algeria,1,0,0
2559,2/27/20,Belgium,1,0,1
2560,2/27/20,Brazil,1,0,0
2561,2/27/20,Cambodia,1,0,1
2562,2/27/20,Canada,1,0,1
2563,2/27/20,Denmark,1,0,0
2564,2/27/20,Egypt,1,0,0
2565,2/27/20,Estonia,1,0,0
2566,2/27/20,Georgia,1,0,0
2567,2/27/20,China,1,0,1
2568,2/27/20,Nepal,1,0,1
2569,2/27/20,Netherlands,1,0,0
2570,2/27/20,North Macedonia,1,0,0
2571,2/27/20,Norway,1,0,0
2572,2/27/20,Romania,1,0,0
2573,2/27/20,San Marino,1,0,0
2574,2/27/20,Sri Lanka,1,0,1
2575,2/27/20,US,1,0,0
2576,2/27/20,US,1,0,0
2577,2/27/20,US,1,0,0
2578,2/27/20,US,1,0,0
2579,2/27/20,US,1,0,0
2580,2/27/20,US,1,0,0
2581,2/27/20,US,1,0,1
2582,2/27/20,US,1,0,1
2583,2/27/20,US,0,0,0
2584,2/27/20,US,0,0,0
2585,2/27/20,US,0,0,0
2586,2/28/20,China,65914,2682,26403
2587,2/28/20,South Korea,2337,13,22
2588,2/28/20,China,1348,7,935
2589,2/28/20,China,1272,20,1112
2590,2/28/20,China,1205,1,975
2591,2/28/20,China,1017,4,830
2592,2/28/20,China,990,6,821
2593,2/28/20,China,935,1,790
2594,2/28/20,Italy,888,21,46
2595,2/28/20,China,756,6,405
2596,2/28/20,Others,705,6,10
2597,2/28/20,China,631,0,515
2598,2/28/20,China,576,6,422
2599,2/28/20,China,538,3,338
2600,2/28/20,China,480,13,283
2601,2/28/20,China,410,7,257
2602,2/28/20,Iran,388,34,73
2603,2/28/20,China,337,3,279
2604,2/28/20,China,318,6,277
2605,2/28/20,China,296,1,235
2606,2/28/20,China,252,2,168
2607,2/28/20,China,245,1,199
2608,2/28/20,Japan,228,4,22
2609,2/28/20,China,174,2,156
2610,2/28/20,China,168,5,133
2611,2/28/20,China,146,2,112
2612,2/28/20,China,136,3,102
2613,2/28/20,China,133,0,112
2614,2/28/20,China,121,1,93
2615,2/28/20,Hong Kong,94,2,30
2616,2/28/20,China,93,1,73
2617,2/28/20,Singapore,93,0,62
2618,2/28/20,China,91,2,82
2619,2/28/20,China,76,3,52
2620,2/28/20,China,75,0,45
2621,2/28/20,China,72,0,68
2622,2/28/20,France,57,2,11
2623,2/28/20,Germany,48,0,16
2624,2/28/20,Kuwait,45,0,0
2625,2/28/20,US,44,0,0
2626,2/28/20,Thailand,41,0,28
2627,2/28/20,Bahrain,36,0,0
2628,2/28/20,Taiwan,34,1,6
2629,2/28/20,Spain,32,0,2
2630,2/28/20,Malaysia,23,0,18
2631,2/28/20,UK,20,0,8
2632,2/28/20,United Arab Emirates,19,0,5
2633,2/28/20,China,18,0,18
2634,2/28/20,Vietnam,16,0,16
2635,2/28/20,Macau,10,0,8
2636,2/28/20,Australia,8,0,0
2637,2/28/20,Switzerland,8,0,0
2638,2/28/20,Canada,7,0,3
2639,2/28/20,Iraq,7,0,0
2640,2/28/20,Sweden,7,0,0
2641,2/28/20,Norway,6,0,0
2642,2/28/20,Australia,5,0,1
2643,2/28/20,Canada,5,0,2
2644,2/28/20,Croatia,5,0,0
2645,2/28/20,Australia,4,0,4
2646,2/28/20,Australia,4,0,4
2647,2/28/20,Greece,4,0,0
2648,2/28/20,Israel,4,0,1
2649,2/28/20,Oman,4,0,0
2650,2/28/20,Austria,3,0,0
2651,2/28/20,India,3,0,3
2652,2/28/20,Philippines,3,1,1
2653,2/28/20,Romania,3,0,0
2654,2/28/20,Australia,2,0,2
2655,2/28/20,Finland,2,0,1
2656,2/28/20,Lebanon,2,0,0
2657,2/28/20,Pakistan,2,0,0
2658,2/28/20,Russia,2,0,2
2659,2/28/20,US,2,0,2
2660,2/28/20,US,2,0,0
2661,2/28/20,US,2,0,0
2662,2/28/20,US,2,0,1
2663,2/28/20,US,2,0,1
2664,2/28/20, Azerbaijan,1,0,0
2665,2/28/20,Afghanistan,1,0,0
2666,2/28/20,Algeria,1,0,0
2667,2/28/20,Belarus,1,0,0
2668,2/28/20,Belgium,1,0,1
2669,2/28/20,Brazil,1,0,0
2670,2/28/20,Cambodia,1,0,1
2671,2/28/20,Canada,1,0,0
2672,2/28/20,Canada,1,0,1
2673,2/28/20,Denmark,1,0,0
2674,2/28/20,Egypt,1,0,1
2675,2/28/20,Estonia,1,0,0
2676,2/28/20,Georgia,1,0,0
2677,2/28/20,Iceland,1,0,0
2678,2/28/20,Lithuania,1,0,0
2679,2/28/20,China,1,0,1
2680,2/28/20,Mexico,1,0,0
2681,2/28/20,Nepal,1,0,1
2682,2/28/20,Netherlands,1,0,0
2683,2/28/20,New Zealand,1,0,0
2684,2/28/20,Nigeria,1,0,0
2685,2/28/20,North Ireland,1,0,0
2686,2/28/20,North Macedonia,1,0,0
2687,2/28/20,San Marino,1,0,0
2688,2/28/20,Sri Lanka,1,0,1
2689,2/28/20,US,1,0,1
2690,2/28/20,US,1,0,0
2691,2/28/20,US,1,0,0
2692,2/28/20,US,1,0,0
2693,2/28/20,US,1,0,0
2694,2/28/20,US,1,0,0
2695,2/28/20,US,1,0,1
2696,2/28/20,US,1,0,1
2697,2/28/20,US,0,0,0
2698,2/28/20,US,0,0,0
2699,2/28/20,US,0,0,0
2700,2/29/20,China,66337,2727,28993
2701,2/29/20,South Korea,3150,16,27
2702,2/29/20,China,1349,7,983
2703,2/29/20,China,1272,21,1170
2704,2/29/20,China,1205,1,1016
2705,2/29/20,Italy,1128,29,46
2706,2/29/20,China,1018,4,846
2707,2/29/20,China,990,6,868
2708,2/29/20,China,935,1,811
2709,2/29/20,China,756,6,421
2710,2/29/20,Others,705,6,10
2711,2/29/20,China,631,0,523
2712,2/29/20,Iran,593,43,123
2713,2/29/20,China,576,6,438
2714,2/29/20,China,538,3,351
2715,2/29/20,China,480,13,301
2716,2/29/20,China,411,8,271
2717,2/29/20,China,337,3,287
2718,2/29/20,China,318,6,282
2719,2/29/20,China,296,1,243
2720,2/29/20,China,252,2,176
2721,2/29/20,China,245,1,207
2722,2/29/20,Japan,241,5,32
2723,2/29/20,China,174,2,157
2724,2/29/20,China,168,5,148
2725,2/29/20,China,146,2,112
2726,2/29/20,China,136,3,109
2727,2/29/20,China,133,0,114
2728,2/29/20,China,121,1,96
2729,2/29/20,Singapore,102,0,72
2730,2/29/20,France,100,2,12
2731,2/29/20,Hong Kong,95,2,33
2732,2/29/20,China,93,1,75
2733,2/29/20,China,91,2,82
2734,2/29/20,Germany,79,0,16
2735,2/29/20,China,76,3,62
2736,2/29/20,China,75,0,49
2737,2/29/20,China,73,0,69
2738,2/29/20,Kuwait,45,0,0
2739,2/29/20,Spain,45,0,2
2740,2/29/20,US,44,0,0
2741,2/29/20,Thailand,42,0,28
2742,2/29/20,Bahrain,41,0,0
2743,2/29/20,Taiwan,39,1,9
2744,2/29/20,Malaysia,25,0,18
2745,2/29/20,UK,23,0,8
2746,2/29/20,United Arab Emirates,21,0,5
2747,2/29/20,China,18,0,18
2748,2/29/20,Switzerland,18,0,0
2749,2/29/20,Vietnam,16,0,16
2750,2/29/20,Norway,15,0,0
2751,2/29/20,Iraq,13,0,0
2752,2/29/20,Sweden,12,0,0
2753,2/29/20,Canada,10,0,2
2754,2/29/20,Macau,10,0,8
2755,2/29/20,Australia,9,0,1
2756,2/29/20,Austria,9,0,0
2757,2/29/20,Canada,8,0,3
2758,2/29/20,Australia,7,0,4
2759,2/29/20,Israel,7,0,1
2760,2/29/20,Croatia,6,0,0
2761,2/29/20,Netherlands,6,0,0
2762,2/29/20,Oman,6,0,1
2763,2/29/20,US,6,1,1
2764,2/29/20,Australia,4,0,4
2765,2/29/20,Greece,4,0,0
2766,2/29/20,Lebanon,4,0,0
2767,2/29/20,Mexico,4,0,0
2768,2/29/20,Pakistan,4,0,0
2769,2/29/20,Australia,3,0,2
2770,2/29/20,Denmark,3,0,0
2771,2/29/20,Finland,3,0,1
2772,2/29/20,India,3,0,3
2773,2/29/20,Philippines,3,1,1
2774,2/29/20,Romania,3,0,0
2775,2/29/20,US,3,0,1
2776,2/29/20,Australia,2,0,0
2777,2/29/20,Brazil,2,0,0
2778,2/29/20,Russia,2,0,2
2779,2/29/20,US,2,0,2
2780,2/29/20,US,2,0,0
2781,2/29/20,US,2,0,0
2782,2/29/20,US,2,0,1
2783,2/29/20,Afghanistan,1,0,0
2784,2/29/20,Algeria,1,0,0
2785,2/29/20,Belarus,1,0,0
2786,2/29/20,Belgium,1,0,1
2787,2/29/20,Cambodia,1,0,1
2788,2/29/20,Canada,1,0,0
2789,2/29/20,Canada,1,0,1
2790,2/29/20,Egypt,1,0,1
2791,2/29/20,Estonia,1,0,0
2792,2/29/20,Georgia,1,0,0
2793,2/29/20,Iceland,1,0,0
2794,2/29/20,Ireland,1,0,0
2795,2/29/20,Lithuania,1,0,0
2796,2/29/20,Luxembourg,1,0,0
2797,2/29/20,China,1,0,1
2798,2/29/20,Monaco,1,0,0
2799,2/29/20,Nepal,1,0,1
2800,2/29/20,New Zealand,1,0,0
2801,2/29/20,Nigeria,1,0,0
2802,2/29/20,North Macedonia,1,0,0
2803,2/29/20,Qatar,1,0,0
2804,2/29/20,San Marino,1,0,0
2805,2/29/20,Sri Lanka,1,0,1
2806,2/29/20,US,1,0,1
2807,2/29/20,US,1,0,0
2808,2/29/20,US,1,0,0
2809,2/29/20,US,1,0,0
2810,2/29/20,US,1,0,0
2811,2/29/20,US,1,0,0
2812,2/29/20,US,1,0,0
2813,2/29/20,US,1,0,0
2814,2/29/20,US,1,0,1
2815,2/29/20,Australia,0,0,0
2816,2/29/20,US,0,0,0
2817,2/29/20,US,0,0,0
2818,2/29/20,US,0,0,0
2819,3/1/20,China,66907,2761,31536
2820,3/1/20,South Korea,3736,17,30
2821,3/1/20,Italy,1694,34,83
2822,3/1/20,China,1349,7,1016
2823,3/1/20,China,1272,22,1198
2824,3/1/20,China,1205,1,1046
2825,3/1/20,China,1018,4,866
2826,3/1/20,China,990,6,873
2827,3/1/20,Iran,978,54,175
2828,3/1/20,China,935,1,831
2829,3/1/20,China,758,6,443
2830,3/1/20,Others,705,6,10
2831,3/1/20,China,631,0,536
2832,3/1/20,China,576,6,450
2833,3/1/20,China,538,3,365
2834,3/1/20,China,480,13,342
2835,3/1/20,China,413,8,276
2836,3/1/20,China,337,3,290
2837,3/1/20,China,318,6,294
2838,3/1/20,China,296,1,247
2839,3/1/20,Japan,256,6,32
2840,3/1/20,China,252,2,181
2841,3/1/20,China,245,1,208
2842,3/1/20,China,174,2,163
2843,3/1/20,China,168,5,149
2844,3/1/20,China,146,2,112
2845,3/1/20,China,136,3,111
2846,3/1/20,China,133,0,116
2847,3/1/20,France,130,2,12
2848,3/1/20,Germany,130,0,16
2849,3/1/20,China,122,1,103
2850,3/1/20,Singapore,106,0,72
2851,3/1/20,Hong Kong,96,2,36
2852,3/1/20,China,93,1,78
2853,3/1/20,China,91,2,84
2854,3/1/20,Spain,84,0,2
2855,3/1/20,China,76,3,64
2856,3/1/20,China,75,0,52
2857,3/1/20,China,73,0,69
2858,3/1/20,Bahrain,47,0,0
2859,3/1/20,Kuwait,45,0,0
2860,3/1/20,US,44,0,0
2861,3/1/20,Thailand,42,1,28
2862,3/1/20,Taiwan,40,1,9
2863,3/1/20,UK,36,0,8
2864,3/1/20,Malaysia,29,0,18
2865,3/1/20,Switzerland,27,0,0
2866,3/1/20,United Arab Emirates,21,0,5
2867,3/1/20,Iraq,19,0,0
2868,3/1/20,Norway,19,0,0
2869,3/1/20,China,18,0,18
2870,3/1/20,Vietnam,16,0,16
2871,3/1/20,Austria,14,0,0
2872,3/1/20,Canada,14,0,2
2873,3/1/20,Sweden,14,0,0
2874,3/1/20,Israel,10,0,1
2875,3/1/20,Lebanon,10,0,0
2876,3/1/20,Macau,10,0,8
2877,3/1/20,Netherlands,10,0,0
2878,3/1/20,Australia,9,0,1
2879,3/1/20,US,9,1,1
2880,3/1/20,Canada,8,0,3
2881,3/1/20,Australia,7,0,4
2882,3/1/20,Croatia,7,0,0
2883,3/1/20,Greece,7,0,0
